PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=000005A8 [02112623] X12=00000000 X02=004FFE90 X01=00000538 sw      ra,44(sp)
PC=000005AC [02812423] X08=004FFEF0 X02=004FFE90 X08=004FFEF0 sw      s0/fp,40(sp)
PC=000005B0 [03010413] X08=004FFEC0 X02=004FFE90 X16=00000000 addi    s0/fp,sp,48
PC=000005B4 [00050793] X15=000000FF X10=000000FF X00=00000000 addi    a5,a0,0
PC=000005B8 [FCF40FA3] X31=00000000 X08=004FFEC0 X15=000000FF sb      a5,-33(s0/fp)
PC=000005BC [FFE00713] X14=FFFFFFFE X00=00000000 X30=00000000 addi    a4,zero,-2
PC=000005C0 [FFF00793] X15=FFFFFFFF X00=00000000 X31=00000000 addi    a5,zero,-1
PC=000005C4 [FEE42423] X08=004FFEC0 X08=004FFEC0 X14=FFFFFFFE sw      a4,-24(s0/fp)
PC=000005C8 [FEF42623] X12=00000000 X08=004FFEC0 X15=FFFFFFFF sw      a5,-20(s0/fp)
PC=000005CC [FDF40783] X15=000000FF X08=004FFEC0 X31=00000000 lb      a5,-33(s0/fp)
PC=000005D0 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=000005D4 [094000EF] X01=000005D8 X00=00000000 X20=00000000 jal     ra,148
PC=00000668 [FD010113] X02=004FFE60 X02=004FFE90 X16=00000000 addi    sp,sp,-48
PC=0000066C [02812623] X12=00000000 X02=004FFE60 X08=004FFEC0 sw      s0/fp,44(sp)
PC=00000670 [03010413] X08=004FFE90 X02=004FFE60 X16=00000000 addi    s0/fp,sp,48
PC=00000674 [00050793] X15=000000FF X10=000000FF X00=00000000 addi    a5,a0,0
PC=00000678 [FCF40FA3] X31=00000000 X08=004FFE90 X15=000000FF sb      a5,-33(s0/fp)
PC=0000067C [00100713] X14=00000001 X00=00000000 X01=000005D8 addi    a4,zero,1
PC=00000680 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=00000684 [FEE42423] X08=004FFE90 X08=004FFE90 X14=00000001 sw      a4,-24(s0/fp)
PC=00000688 [FEF42623] X12=00000000 X08=004FFE90 X15=00000000 sw      a5,-20(s0/fp)
PC=0000068C [00003797] X15=0000368C X00=00000000 X00=00000000 auipc   a5,12288
PC=00000690 [A7478793] X15=00003100 X15=0000368C X20=00000000 addi    a5,a5,-1420
PC=00000694 [0007A703] X14=00000000 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=00000698 [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=0000069C [00100513] X10=00000001 X00=00000000 X01=000005D8 addi    a0,zero,1
PC=000006A0 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000006A4 [00A70633] X12=00000001 X14=00000000 X10=00000001 add     a2,a4,a0
PC=000006A8 [00060813] X16=00000001 X12=00000001 X00=00000000 addi    a6,a2,0
PC=000006AC [00E83833] X16=00000000 X16=00000001 X14=00000000 sltu    a6,a6,a4
PC=000006B0 [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=000006B4 [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=000006B8 [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=000006BC [00060713] X14=00000001 X12=00000001 X00=00000000 addi    a4,a2,0
PC=000006C0 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000006C4 [00003697] X13=000036C4 X00=00000000 X00=00000000 auipc   a3,12288
PC=000006C8 [A3C68693] X13=00003100 X13=000036C4 X28=00000000 addi    a3,a3,-1476
PC=000006CC [00E6A023] X00=00000000 X13=00003100 X14=00000001 sw      a4,0(a3)
PC=000006D0 [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=000006D4 [FE842603] X12=00000001 X08=004FFE90 X08=004FFE90 lw      a2,-24(s0/fp)
PC=000006D8 [FEC42683] X13=00000000 X08=004FFE90 X12=00000001 lw      a3,-20(s0/fp)
PC=000006DC [00100513] X10=00000001 X00=00000000 X01=000005D8 addi    a0,zero,1
PC=000006E0 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000006E4 [00A60733] X14=00000002 X12=00000001 X10=00000001 add     a4,a2,a0
PC=000006E8 [00070813] X16=00000002 X14=00000002 X00=00000000 addi    a6,a4,0
PC=000006EC [00C83833] X16=00000000 X16=00000002 X12=00000001 sltu    a6,a6,a2
PC=000006F0 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000006F4 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000006F8 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000006FC [FEE42423] X08=004FFE90 X08=004FFE90 X14=00000002 sw      a4,-24(s0/fp)
PC=00000700 [FEF42623] X12=00000001 X08=004FFE90 X15=00000000 sw      a5,-20(s0/fp)
PC=00000704 [FDF40783] X15=000000FF X08=004FFE90 X31=00000000 lb      a5,-33(s0/fp)
PC=00000708 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=0000070C [02C12403] X08=004FFEC0 X02=004FFE60 X12=00000001 lw      s0/fp,44(sp)
PC=00000710 [03010113] X02=004FFE90 X02=004FFE60 X16=00000000 addi    sp,sp,48
PC=00000714 [00008067] X00=00000000 X01=000005D8 X00=00000000 jalr    zero,ra,0
PC=000005D8 [00003797] X15=000035D8 X00=00000000 X00=00000000 auipc   a5,12288
PC=000005DC [B2878793] X15=00003100 X15=000035D8 X08=004FFEC0 addi    a5,a5,-1240
PC=000005E0 [0007A703] X14=00000001 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=000005E4 [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=000005E8 [00100513] X10=00000001 X00=00000000 X01=000005D8 addi    a0,zero,1
PC=000005EC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000005F0 [00A70633] X12=00000002 X14=00000001 X10=00000001 add     a2,a4,a0
PC=000005F4 [00060813] X16=00000002 X12=00000002 X00=00000000 addi    a6,a2,0
PC=000005F8 [00E83833] X16=00000000 X16=00000002 X14=00000001 sltu    a6,a6,a4
PC=000005FC [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=00000600 [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=00000604 [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=00000608 [00060713] X14=00000002 X12=00000002 X00=00000000 addi    a4,a2,0
PC=0000060C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000610 [00003697] X13=00003610 X00=00000000 X00=00000000 auipc   a3,12288
PC=00000614 [AF068693] X13=00003100 X13=00003610 X16=00000000 addi    a3,a3,-1296
PC=00000618 [00E6A023] X00=00000000 X13=00003100 X14=00000002 sw      a4,0(a3)
PC=0000061C [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=00000620 [FE842603] X12=FFFFFFFE X08=004FFEC0 X08=004FFEC0 lw      a2,-24(s0/fp)
PC=00000624 [FEC42683] X13=FFFFFFFF X08=004FFEC0 X12=FFFFFFFE lw      a3,-20(s0/fp)
PC=00000628 [00100513] X10=00000001 X00=00000000 X01=000005D8 addi    a0,zero,1
PC=0000062C [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000630 [00A60733] X14=FFFFFFFF X12=FFFFFFFE X10=00000001 add     a4,a2,a0
PC=00000634 [00070813] X16=FFFFFFFF X14=FFFFFFFF X00=00000000 addi    a6,a4,0
PC=00000638 [00C83833] X16=00000000 X16=FFFFFFFF X12=FFFFFFFE sltu    a6,a6,a2
PC=0000063C [00B687B3] X15=FFFFFFFF X13=FFFFFFFF X11=00000000 add     a5,a3,a1
PC=00000640 [00F806B3] X13=FFFFFFFF X16=00000000 X15=FFFFFFFF add     a3,a6,a5
PC=00000644 [00068793] X15=FFFFFFFF X13=FFFFFFFF X00=00000000 addi    a5,a3,0
PC=00000648 [FEE42423] X08=004FFEC0 X08=004FFEC0 X14=FFFFFFFF sw      a4,-24(s0/fp)
PC=0000064C [FEF42623] X12=FFFFFFFE X08=004FFEC0 X15=FFFFFFFF sw      a5,-20(s0/fp)
PC=00000650 [FDF40783] X15=000000FF X08=004FFEC0 X31=00000000 lb      a5,-33(s0/fp)
PC=00000654 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=00000658 [02C12083] X01=00000538 X02=004FFE90 X12=FFFFFFFE lw      ra,44(sp)
PC=0000065C [02812403] X08=004FFEF0 X02=004FFE90 X08=004FFEC0 lw      s0/fp,40(sp)
PC=00000660 [03010113] X02=004FFEC0 X02=004FFE90 X16=00000000 addi    sp,sp,48
PC=00000664 [00008067] X00=00000000 X01=00000538 X00=00000000 jalr    zero,ra,0
PC=00000538 [00003797] X15=00003538 X00=00000000 X00=00000000 auipc   a5,12288
PC=0000053C [BC878793] X15=00003100 X15=00003538 X08=004FFEF0 addi    a5,a5,-1080
PC=00000540 [0007A703] X14=00000002 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=00000544 [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=00000548 [00100513] X10=00000001 X00=00000000 X01=00000538 addi    a0,zero,1
PC=0000054C [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000550 [00A70633] X12=00000003 X14=00000002 X10=00000001 add     a2,a4,a0
PC=00000554 [00060813] X16=00000003 X12=00000003 X00=00000000 addi    a6,a2,0
PC=00000558 [00E83833] X16=00000000 X16=00000003 X14=00000002 sltu    a6,a6,a4
PC=0000055C [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=00000560 [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=00000564 [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=00000568 [00060713] X14=00000003 X12=00000003 X00=00000000 addi    a4,a2,0
PC=0000056C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000570 [00003697] X13=00003570 X00=00000000 X00=00000000 auipc   a3,12288
PC=00000574 [B9068693] X13=00003100 X13=00003570 X16=00000000 addi    a3,a3,-1136
PC=00000578 [00E6A023] X00=00000000 X13=00003100 X14=00000003 sw      a4,0(a3)
PC=0000057C [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=00000580 [FEC42783] X15=0000000E X08=004FFEF0 X12=00000003 lw      a5,-20(s0/fp)
PC=00000584 [00178793] X15=0000000F X15=0000000E X01=00000538 addi    a5,a5,1
PC=00000588 [FEF42623] X12=00000003 X08=004FFEF0 X15=0000000F sw      a5,-20(s0/fp)
PC=0000058C [FDF40783] X15=000000FF X08=004FFEF0 X31=00000000 lb      a5,-33(s0/fp)
PC=00000590 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=00000594 [02C12083] X01=000004A0 X02=004FFEC0 X12=00000003 lw      ra,44(sp)
PC=00000598 [02812403] X08=004FFF20 X02=004FFEC0 X08=004FFEF0 lw      s0/fp,40(sp)
PC=0000059C [03010113] X02=004FFEF0 X02=004FFEC0 X16=00000000 addi    sp,sp,48
PC=000005A0 [00008067] X00=00000000 X01=000004A0 X00=00000000 jalr    zero,ra,0
PC=000004A0 [00003797] X15=000034A0 X00=00000000 X00=00000000 auipc   a5,12288
PC=000004A4 [C6078793] X15=00003100 X15=000034A0 X00=00000000 addi    a5,a5,-928
PC=000004A8 [0007A703] X14=00000003 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=000004AC [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=000004B0 [00100513] X10=00000001 X00=00000000 X01=000004A0 addi    a0,zero,1
PC=000004B4 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004B8 [00A70633] X12=00000004 X14=00000003 X10=00000001 add     a2,a4,a0
PC=000004BC [00060813] X16=00000004 X12=00000004 X00=00000000 addi    a6,a2,0
PC=000004C0 [00E83833] X16=00000000 X16=00000004 X14=00000003 sltu    a6,a6,a4
PC=000004C4 [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=000004C8 [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=000004CC [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=000004D0 [00060713] X14=00000004 X12=00000004 X00=00000000 addi    a4,a2,0
PC=000004D4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004D8 [00003697] X13=000034D8 X00=00000000 X00=00000000 auipc   a3,12288
PC=000004DC [C2868693] X13=00003100 X13=000034D8 X08=004FFF20 addi    a3,a3,-984
PC=000004E0 [00E6A023] X00=00000000 X13=00003100 X14=00000004 sw      a4,0(a3)
PC=000004E4 [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=000004E8 [FEC42783] X15=FFFFFFFF X08=004FFF20 X12=00000004 lw      a5,-20(s0/fp)
PC=000004EC [00178793] X15=00000000 X15=FFFFFFFF X01=000004A0 addi    a5,a5,1
PC=000004F0 [FEF42623] X12=00000004 X08=004FFF20 X15=00000000 sw      a5,-20(s0/fp)
PC=000004F4 [FDF40783] X15=000000FF X08=004FFF20 X31=00000000 lb      a5,-33(s0/fp)
PC=000004F8 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=000004FC [02C12083] X01=00000408 X02=004FFEF0 X12=00000004 lw      ra,44(sp)
PC=00000500 [02812403] X08=004FFF50 X02=004FFEF0 X08=004FFF20 lw      s0/fp,40(sp)
PC=00000504 [03010113] X02=004FFF20 X02=004FFEF0 X16=00000000 addi    sp,sp,48
PC=00000508 [00008067] X00=00000000 X01=00000408 X00=00000000 jalr    zero,ra,0
PC=00000408 [00003797] X15=00003408 X00=00000000 X00=00000000 auipc   a5,12288
PC=0000040C [CF878793] X15=00003100 X15=00003408 X24=00000000 addi    a5,a5,-776
PC=00000410 [0007A703] X14=00000004 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=00000414 [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=00000418 [00100513] X10=00000001 X00=00000000 X01=00000408 addi    a0,zero,1
PC=0000041C [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000420 [00A70633] X12=00000005 X14=00000004 X10=00000001 add     a2,a4,a0
PC=00000424 [00060813] X16=00000005 X12=00000005 X00=00000000 addi    a6,a2,0
PC=00000428 [00E83833] X16=00000000 X16=00000005 X14=00000004 sltu    a6,a6,a4
PC=0000042C [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=00000430 [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=00000434 [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=00000438 [00060713] X14=00000005 X12=00000005 X00=00000000 addi    a4,a2,0
PC=0000043C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000440 [00003697] X13=00003440 X00=00000000 X00=00000000 auipc   a3,12288
PC=00000444 [CC068693] X13=00003100 X13=00003440 X00=00000000 addi    a3,a3,-832
PC=00000448 [00E6A023] X00=00000000 X13=00003100 X14=00000005 sw      a4,0(a3)
PC=0000044C [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=00000450 [FEE45783] X15=00000009 X08=004FFF50 X14=00000005 lhu     a5,-18(s0/fp)
PC=00000454 [00178793] X15=0000000A X15=00000009 X01=00000408 addi    a5,a5,1
PC=00000458 [FEF41723] X14=00000005 X08=004FFF50 X15=0000000A sh      a5,-18(s0/fp)
PC=0000045C [FDF40783] X15=000000FF X08=004FFF50 X31=00000000 lb      a5,-33(s0/fp)
PC=00000460 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=00000464 [02C12083] X01=00000360 X02=004FFF20 X12=00000005 lw      ra,44(sp)
PC=00000468 [02812403] X08=004FFF80 X02=004FFF20 X08=004FFF50 lw      s0/fp,40(sp)
PC=0000046C [03010113] X02=004FFF50 X02=004FFF20 X16=00000000 addi    sp,sp,48
PC=00000470 [00008067] X00=00000000 X01=00000360 X00=00000000 jalr    zero,ra,0
PC=00000360 [00003797] X15=00003360 X00=00000000 X00=00000000 auipc   a5,12288
PC=00000364 [DA078793] X15=00003100 X15=00003360 X00=00000000 addi    a5,a5,-608
PC=00000368 [0007A703] X14=00000005 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=0000036C [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=00000370 [00100513] X10=00000001 X00=00000000 X01=00000360 addi    a0,zero,1
PC=00000374 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000378 [00A70633] X12=00000006 X14=00000005 X10=00000001 add     a2,a4,a0
PC=0000037C [00060813] X16=00000006 X12=00000006 X00=00000000 addi    a6,a2,0
PC=00000380 [00E83833] X16=00000000 X16=00000006 X14=00000005 sltu    a6,a6,a4
PC=00000384 [00B786B3] X13=00000000 X15=00000000 X11=00000000 add     a3,a5,a1
PC=00000388 [00D807B3] X15=00000000 X16=00000000 X13=00000000 add     a5,a6,a3
PC=0000038C [00078693] X13=00000000 X15=00000000 X00=00000000 addi    a3,a5,0
PC=00000390 [00060713] X14=00000006 X12=00000006 X00=00000000 addi    a4,a2,0
PC=00000394 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000398 [00003697] X13=00003398 X00=00000000 X00=00000000 auipc   a3,12288
PC=0000039C [D6868693] X13=00003100 X13=00003398 X08=004FFF80 addi    a3,a3,-664
PC=000003A0 [00E6A023] X00=00000000 X13=00003100 X14=00000006 sw      a4,0(a3)
PC=000003A4 [00F6A223] X04=00000000 X13=00003100 X15=00000000 sw      a5,4(a3)
PC=000003A8 [FEE41783] X15=0000FFFF X08=004FFF80 X14=00000006 lh      a5,-18(s0/fp)
PC=000003AC [01079793] X15=FFFF0000 X15=0000FFFF X16=00000000 slli    a5,a5,16
PC=000003B0 [0107D793] X15=0000FFFF X15=FFFF0000 X16=00000000 srli    a5,a5,16
PC=000003B4 [00178793] X15=00010000 X15=0000FFFF X01=00000360 addi    a5,a5,1
PC=000003B8 [01079793] X15=00000000 X15=00010000 X16=00000000 slli    a5,a5,16
PC=000003BC [0107D793] X15=00000000 X15=00000000 X16=00000000 srli    a5,a5,16
PC=000003C0 [FEF41723] X14=00000006 X08=004FFF80 X15=00000000 sh      a5,-18(s0/fp)
PC=000003C4 [FDF40783] X15=000000FF X08=004FFF80 X31=00000000 lb      a5,-33(s0/fp)
PC=000003C8 [00078513] X10=000000FF X15=000000FF X00=00000000 addi    a0,a5,0
PC=000003CC [02C12083] X01=000002C8 X02=004FFF50 X12=00000006 lw      ra,44(sp)
PC=000003D0 [02812403] X08=004FFFB0 X02=004FFF50 X08=004FFF80 lw      s0/fp,40(sp)
PC=000003D4 [03010113] X02=004FFF80 X02=004FFF50 X16=00000000 addi    sp,sp,48
PC=000003D8 [00008067] X00=00000000 X01=000002C8 X00=00000000 jalr    zero,ra,0
PC=000002C8 [00003797] X15=000032C8 X00=00000000 X00=00000000 auipc   a5,12288
PC=000002CC [E3878793] X15=00003100 X15=000032C8 X24=00000000 addi    a5,a5,-456
PC=000002D0 [0007A703] X14=00000006 X15=00003100 X00=00000000 lw      a4,0(a5)
PC=000002D4 [0047A783] X15=00000000 X15=00003100 X04=00000000 lw      a5,4(a5)
PC=000002D8 [00100513] X10=00000001 X00=00000000 X01=000002C8 addi    a0,zero,1
PC=000002DC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000002E0 [00A70633] X12=00000007 X14=00000006 X10=00000001 add     a2,a4,a0
PC=000002E4 [00060813] X16=00000007 X12=00000007 X00=00000000 addi    a6,a2,0
