PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=00000224 [FE042623] X12=00000000 X08=00500000 X00=00000000 sw      zero,-20(s0/fp)
PC=00000228 [00100513] X10=00000001 X00=00000000 X01=00000220 addi    a0,zero,1
PC=0000022C [04C000EF] X01=00000230 X00=00000000 X12=00000000 jal     ra,76
PC=00000278 [FE010113] X02=004FFFC0 X02=004FFFE0 X00=00000000 addi    sp,sp,-32
PC=0000027C [00812E23] X28=00000000 X02=004FFFC0 X08=00500000 sw      s0/fp,28(sp)
PC=00000280 [02010413] X08=004FFFE0 X02=004FFFC0 X00=00000000 addi    s0/fp,sp,32
PC=00000284 [FEA42623] X12=00000000 X08=004FFFE0 X10=00000001 sw      a0,-20(s0/fp)
PC=00000288 [FEC42783] X15=00000001 X08=004FFFE0 X12=00000000 lw      a5,-20(s0/fp)
PC=0000028C [00178793] X15=00000002 X15=00000001 X01=00000230 addi    a5,a5,1
PC=00000290 [00078513] X10=00000002 X15=00000002 X00=00000000 addi    a0,a5,0
PC=00000294 [01C12403] X08=00500000 X02=004FFFC0 X28=00000000 lw      s0/fp,28(sp)
PC=00000298 [02010113] X02=004FFFE0 X02=004FFFC0 X00=00000000 addi    sp,sp,32
PC=0000029C [00008067] X00=00000000 X01=00000230 X00=00000000 jalr    zero,ra,0
PC=00000230 [FEA42623] X12=00000000 X08=00500000 X10=00000002 sw      a0,-20(s0/fp)
PC=00000234 [FE042623] X12=00000000 X08=00500000 X00=00000000 sw      zero,-20(s0/fp)
PC=00000238 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=0000023C [00078513] X10=00000000 X15=00000000 X00=00000000 addi    a0,a5,0
PC=00000240 [01C12083] X01=000001C0 X02=004FFFE0 X28=00000000 lw      ra,28(sp)
PC=00000244 [01812403] X08=00000000 X02=004FFFE0 X24=00000000 lw      s0/fp,24(sp)
PC=00000248 [02010113] X02=00500000 X02=004FFFE0 X00=00000000 addi    sp,sp,32
PC=0000024C [00008067] X00=00000000 X01=000001C0 X00=00000000 jalr    zero,ra,0
PC=000001C0 [200002B7] X05=20000000 X00=00000000 X00=00000000 lui     t0,536870912
PC=000001C4 [00100073] X00=00000000 X00=00000000 X01=000001C0 ebreak  
